브랜드코드,브랜드명,점포번호,점포명,사업자번호,MENU_CD,MENU_FULL_NM,MENU_NM,판매가격
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000129,초콜릿 청크 쿠키,초콜릿 청크,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000130,허니버터 베이글칩,허니버터,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000131,갈릭버터 베이글칩,갈릭버터,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000132,나폴리타너 웨하스,나폴리타너,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000133,바닐라 웨하스,바닐라,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000134,민트파르페 앤디스초콜릿,민트파르페,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000135,크림데민트 앤디스초콜릿,크림데민트,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000136,바닐라 비스킷슈,바닐라,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000137,초코 비스킷슈,초코,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000138,월넛 말렌카케이크,월넛,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000139,코코아 말렌카케이크,코코아,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000140,초코 머핀,초코,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000141,블루베리 머핀,블루베리,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000142,말차초코 마카롱,말차초코,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000143,핑크딸기 마카롱,핑크딸기,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000144,황치즈 마카롱,황치즈,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000145,얼그레이 마카롱,얼그레이,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000146,초코라떼 마카롱,초코라떼,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000147,플레인 베이글,플레인,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000148,어니언 베이글,어니언,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000149,블루베리 베이글,블루베리,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000150,건포도 스콘,건포도,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000151,호두 스콘,호두,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000152,바닐라 젤라소프트,바닐라,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000153,바닐라&초코 젤라소프트,바닐라&초코,0
coffeemama,커피마마퀸,1024,커피마마퀸 조암점,847-87-00943,B0000154,망고 젤라소프트,망고,0
